434355,245525,34
434355,245525,14
632896,243347,1
764587,241909,12
764588,241907,12
764588,241905,12
719828,241363,1
779885,238553,112
779885,238553,112
779888,238553,112
779890,238553,112
741691,238077,1
748094,238051,1
428707,238041,1
657438,238039,1
657438,238039,1
657438,238035,1
690237,238035,1
707214,238035,1
707221,238035,1
727817,238035,1
727817,238035,1
369569,238033,1
707080,238033,1
707221,238033,1
766233,238033,1
656867,238031,1
706435,238031,1
612027,238029,1
707214,238029,1
641098,238027,1
707214,238025,1
707214,238023,1
390472,238021,1
657438,238019,3
657438,238019,3
435698,238005,1
605820,238005,1
677118,238005,1
707214,238005,1
707221,238005,1
707221,238003,1
707221,237991,1
707221,237989,1
769434,237683,4
774355,237683,4
774355,237679,12
764587,237677,6
774355,237677,12
774356,237675,12
774356,237671,12
764587,237669,12
764588,237669,12
774356,237667,12
764588,237665,12
774355,237663,12
774355,237661,12
775039,236713,5
441471,236435,1
448106,236435,1
529832,236435,1
534876,236435,1
587750,236435,1
587750,236435,1
592528,236435,1
653575,236435,1
667580,236435,1
671600,236435,1
673668,236435,1
688465,236435,1
724448,236435,1
733413,236435,1
743669,236435,1
747185,236435,2
758342,236435,1
767272,236435,1
772305,236435,1
779754,236435,2
780336,236435,1
780917,236435,1
587750,236433,1
587750,236433,1
592528,236433,1
667333,236433,1
671600,236433,1
688465,236433,1
747185,236433,2
767272,236433,1
778828,236433,1
780917,236433,1
601782,236427,2
583390,236425,2
778698,236425,1
529832,236423,1
597496,236423,1
728335,236423,1
728335,236423,1
767875,236423,1
778698,236423,1
717050,236421,1
719131,236421,1
392968,236419,1
597496,236419,1
597496,236419,1
733357,236417,1
764751,236417,1
778698,236417,1
389444,236415,1
392968,236415,1
405305,236415,1
579358,236415,1
597496,236415,1
664957,236415,1
728335,236415,1
728335,236415,1
767875,236415,1
778698,236415,1
667333,236413,1
775339,236411,1
775339,236411,1
775339,236411,1
416934,236405,1
529832,236405,1
580953,236405,2
580953,236405,2
363265,236403,1
742990,236403,1
756427,236403,1
775032,236403,1
776172,236403,1
778910,236403,1
363265,236401,1
580953,236401,1
580953,236401,1
419618,236399,1
606949,236397,2
650241,236397,2
713809,236397,2
742990,236397,1
758342,236397,1
449802,236395,2
650241,236395,2
752195,236395,1
775223,236395,2
778907,236395,1
371844,236381,1
750857,236377,1
780336,236377,1
727052,236375,60
737784,236375,60
737794,236375,60
737794,236375,96
737794,236375,96
737949,236375,96
737949,236375,60
737951,236375,60
737951,236375,96
737953,236375,60
737956,236375,60
737956,236375,96
737961,236375,60
737961,236375,96
737962,236375,96
737962,236375,60
737964,236375,60
737964,236375,96
737964,236375,96
737965,236375,60
737965,236375,96
737967,236375,60
737967,236375,96
738079,236375,96
738079,236375,60
738155,236375,60
738155,236375,96
738162,236375,60
738162,236375,96
738204,236375,60
738204,236375,96
738522,236375,96
738522,236375,60
738531,236375,96
738531,236375,60
738599,236375,96
738599,236375,60
738610,236375,60
738610,236375,96
738614,236375,96
738614,236375,60
738634,236375,60
738634,236375,96
745004,236375,60
745004,236375,96
745005,236375,60
745005,236375,96
745007,236375,96
745007,236375,60
745012,236375,96
745012,236375,60
757304,236375,96
757304,236375,60
757307,236375,96
757307,236375,60
757330,236375,60
757334,236375,60
757335,236375,96
757335,236375,60
757403,236375,96
757403,236375,60
757403,236375,96
758038,236375,96
758038,236375,60
758043,236375,60
758044,236375,60
758049,236375,60
758053,236375,60
760355,236375,60
760355,236375,96
760355,236375,96
760364,236375,96
760364,236375,60
760364,236375,96
760465,236375,60
760465,236375,96
760465,236375,96
760481,236375,96
760481,236375,60
760481,236375,96
767278,236375,60
767348,236375,96
767348,236375,60
767349,236375,96
767349,236375,60
767349,236375,96
767364,236375,60
767364,236375,96
767364,236375,96
767379,236375,96
767379,236375,96
767379,236375,60
767413,236375,96
767413,236375,96
767413,236375,60
768267,236375,96
768267,236375,96
768267,236375,60
768295,236375,60
768295,236375,96
768295,236375,96
768296,236375,96
768296,236375,60
768693,236375,96
768693,236375,96
768693,236375,60
769706,236375,96
769706,236375,60
769706,236375,96
770820,236375,96
770820,236375,60
770820,236375,96
771059,236375,60
771059,236375,96
771060,236375,60
771060,236375,96
771085,236375,60
771085,236375,96
771112,236375,96
771112,236375,60
771176,236375,96
771176,236375,60
771177,236375,96
771177,236375,60
771179,236375,96
771179,236375,60
771181,236375,60
771181,236375,96
771182,236375,60
771182,236375,96
776335,236375,96
776335,236375,60
776336,236375,60
776336,236375,96
776338,236375,60
776338,236375,96
776339,236375,96
776339,236375,60
776343,236375,96
776343,236375,60
776344,236375,60
776344,236375,96
776347,236375,96
776347,236375,60
776348,236375,96
776348,236375,60
776349,236375,96
776349,236375,60
776371,236375,96
776371,236375,60
776375,236375,60
776375,236375,96
776379,236375,60
776379,236375,96
776387,236375,96
776387,236375,60
